experiment_id,video_id,model_name,technique_name,rag_enabled,gt_total_calories,gt_total_protein_g,gt_total_fat_g,gt_total_carbohydrate_g,pred_total_calories,pred_total_protein_g,pred_total_fat_g,pred_total_carbohydrate_g
28,CxReOIZSoIV,Llama 3.2 3B Instruct,zero-shot,false,1724.1000061035156,39.49999952316284,131.19999980926514,102.29999995231628,2375.0,34.0,166.1,156.0
29,DElwUdQz-v2,Llama 3.2 3B Instruct,zero-shot,false,820.1999976634979,53.29999998956919,26.699999690055847,99.10000029206276,1008.0,70.2,28.7,111.6
30,C9YrfhUS2lK,Llama 3.2 3B Instruct,zero-shot,false,698.4000000953674,29.300000220537186,47.10000001639128,38.799999833106995,335.0,11.0,16.0,32.0
31,DVP2N0hkp7Y,Llama 3.2 3B Instruct,zero-shot,false,4360.300000667572,209.39999901503325,212.30000316351652,406.700000166893,5654.1,121.7,353.0,501.5
32,DR6OtTFksZm,Llama 3.2 3B Instruct,zero-shot,false,3186.5000076293945,183.80000038444996,117.09999994933605,352.49999556690454,5545.0,416.9,246.7,318.0
33,DNMxd6Lzy1f,Llama 3.2 3B Instruct,zero-shot,false,1319.0999994277954,106.39999887347221,47.40000116825104,115.60000026226044,899.6,37.7,73.1,35.8
34,DGw2dWCzWyw,Llama 3.2 3B Instruct,zero-shot,false,777.8999938964844,24.40000057220459,32.40000057220459,99.89999771118164,106.4,6.2,22.7,22.5
35,DGuVfoxTYDz,Llama 3.2 3B Instruct,zero-shot,false,922.9000034332275,13.500000193715096,9.100000396370888,218.10000276565552,400.0,11.0,18.9,62.5
36,CzTIQqfL2xY,Llama 3.2 3B Instruct,zero-shot,false,1189.7000060081482,72.79999992251396,49.39999997615814,114.2999997138977,924.0,38.8,19.9,142.0
37,CvyhUe2OHtM,Llama 3.2 3B Instruct,zero-shot,false,710.100004196167,18.900000259280205,44.29999986290932,60.10000002384186,768.8,27.8,46.5,42.7
38,CveBqfspTjD,Llama 3.2 3B Instruct,zero-shot,false,724.8000068664551,27.900000348687172,28.500000223517418,89.60000005364418,4227.0,44.22,28.6,1335.1
39,Ct0jllVrFj4,Llama 3.2 3B Instruct,zero-shot,false,2323.800006866455,151.9999998882413,146.20000079274178,97.7999999821186,0.0,0.0,0.0,0.0
40,CrGk9SDpNHM,Llama 3.2 3B Instruct,zero-shot,false,1333.700002670288,86.10000012814999,80.50000011175871,76.10000026226044,452.3,36.6,22.7,63.4
41,DHKfyyITTE8,Phi-4-mini 3.8B Instruct,zero-shot,false,426.5999984741211,21.299999929964542,5.399999961256981,83.00000047683716,435.9,21.0,15.9,68.0
42,DHm89ozTqeU,Phi-4-mini 3.8B Instruct,zero-shot,false,899.3999938964844,10.100000098347664,49.70000076293945,103.0,2002.0,19.2,198.2,95.6
43,DF4Fc8TTel4,Phi-4-mini 3.8B Instruct,zero-shot,false,3756.5999908447266,65.60000014305115,132.50000009685755,575.4000059366226,31.1,21.3,23.2,75.1
44,DDQnLI_zd75,Phi-4-mini 3.8B Instruct,zero-shot,false,495.0,14.699999809265137,3.2000000029802322,100.5,440.0,10.0,13.5,72.0
45,DCIwgyWvR4-,Phi-4-mini 3.8B Instruct,zero-shot,false,603.0,13.0,19.19999995827675,95.80000019073486,395.6,5.9,20.9,88.8
46,C_9nDkNOgWS,Phi-4-mini 3.8B Instruct,zero-shot,false,1459.3000030517578,58.80000014603138,108.89999988675117,64.30000069737434,1532.7,16.9,80.5,35.8
47,C8f7YMXS75g,Phi-4-mini 3.8B Instruct,zero-shot,false,181.0,6.100000023841858,1.100000023841858,37.60000038146973,503.8,12.3,2.9,85.3
48,C7kt-JZyx8J,Phi-4-mini 3.8B Instruct,zero-shot,false,1994.200002670288,211.70000310987234,105.00000002980232,39.899999886751175,519.0,46.0,6.6,79.0
49,C7F03BqSAng,Phi-4-mini 3.8B Instruct,zero-shot,false,2920.5,32.49999989569187,130.40000016987324,409.1000001206994,1922.0,22.5,74.6,325.0
50,C6uo2tySRev,Phi-4-mini 3.8B Instruct,zero-shot,false,2398.800048828125,70.30000084638596,92.59999771416187,338.90000009536743,305.0,12.6,11.1,53.5
51,DWArADckv2A,Phi-4-mini 3.8B Instruct,zero-shot,false,890.6000003814697,13.099999956786633,43.60000079870224,110.0999984741211,515.0,9.6,42.5,55.2
52,DV5BZafjOq4,Phi-4-mini 3.8B Instruct,zero-shot,false,1679.6000061035156,19.600000143051147,90.90000000596046,201.0,2692.7,28.8,208.1,322.0
53,DV2cZqiGRUl,Phi-4-mini 3.8B Instruct,zero-shot,false,1155.7999992370605,83.39999967813492,26.799999706447124,146.29999995231628,3515.8,194.3,161.3,271.3
54,DVxWajnjfAI,Phi-4-mini 3.8B Instruct,zero-shot,false,3625.299991607666,288.00000013411045,189.89999974519014,183.70000061392784,1985.0,391.0,102.6,70.0
55,DVU9gqREi88,Phi-4-mini 3.8B Instruct,zero-shot,false,1806.999994635582,109.89999954402447,96.1999998241663,122.60000319778919,2121.2,56.9,174.9,64.5
56,DWDOV3Ukq2t,Phi-4-mini 3.8B Instruct,zero-shot,false,2214.800018310547,73.29999923706055,88.70000076293945,329.89999923855066,3255.0,32.7,62.6,767.0
57,DVxNpsVgbBG,Phi-4-mini 3.8B Instruct,zero-shot,false,3269.3999938964844,335.6000060364604,179.8999977260828,62.20000076293945,339.5,30.0,18.12,19.5
58,DVutKvujazg,Phi-4-mini 3.8B Instruct,zero-shot,false,3049.4000358581543,72.69999894499779,141.69999827444553,379.6000030040741,6185.2,494.9,439.1,173.4
59,DVphyIijuJ_,Phi-4-mini 3.8B Instruct,zero-shot,false,4010.5999908447266,70.00000047683716,288.2999999523163,285.8999999538064,3196.9,37.2,258.6,218.2
60,DVkdLI3FtfP,Phi-4-mini 3.8B Instruct,zero-shot,false,1285.5999994277954,76.10000040382147,38.000000201165676,174.10000002384186,311.6,39.4,17.6,64.1
61,DSuE2wWEfXr,Phi-4-mini 3.8B Instruct,zero-shot,false,1342.1999969482422,39.00000001490116,93.5999996215105,94.80000001192093,2080.0,29.0,126.0,121.0
62,DIxmuuyz0sC,Phi-4-mini 3.8B Instruct,zero-shot,false,2129.9000245034695,89.30000030249357,145.7000016272068,117.19999940693378,3670.0,73.5,225.0,77.0
63,DE13y7pT_jx,Phi-4-mini 3.8B Instruct,zero-shot,false,4031.7000007629395,61.20000046491623,299.2000004798174,288.7999999523163,10767.3,53.4,582.8,782.6
64,C67f7RfyFAV,Phi-4-mini 3.8B Instruct,zero-shot,false,1007.3000030517578,24.400000385940075,43.00000125169754,126.90000003576279,480.5,15.2,39.0,32.4
65,C6I4GVsLgnf,Phi-4-mini 3.8B Instruct,zero-shot,false,477.3000030517578,14.100000001490116,23.300000190734863,53.89999961853027,659.0,16.7,40.6,49.0
66,C3tobkQJ2nA,Phi-4-mini 3.8B Instruct,zero-shot,false,1872.7000274658203,58.30000019073486,79.4000015258789,234.89999985694885,395.0,20.0,26.9,41.0
67,C0suZXkxaBG,Phi-4-mini 3.8B Instruct,zero-shot,false,1272.3999981880188,40.59999945014715,84.70000144094229,94.4999982714653,492.1,23.5,47.4,46.8
68,CxReOIZSoIV,Phi-4-mini 3.8B Instruct,zero-shot,false,1724.1000061035156,39.49999952316284,131.19999980926514,102.29999995231628,215.0,10.9,15.3,14.8
69,DElwUdQz-v2,Phi-4-mini 3.8B Instruct,zero-shot,false,820.1999976634979,53.29999998956919,26.699999690055847,99.10000029206276,2338.0,142.5,167.4,136.3
70,C9YrfhUS2lK,Phi-4-mini 3.8B Instruct,zero-shot,false,698.4000000953674,29.300000220537186,47.10000001639128,38.799999833106995,680.0,34.0,21.5,64.9
71,DVP2N0hkp7Y,Phi-4-mini 3.8B Instruct,zero-shot,false,4360.300000667572,209.39999901503325,212.30000316351652,406.700000166893,622.7,39.4,35.7,61.9
72,DR6OtTFksZm,Phi-4-mini 3.8B Instruct,zero-shot,false,3186.5000076293945,183.80000038444996,117.09999994933605,352.49999556690454,1235.0,93.0,50.5,171.0
73,DNMxd6Lzy1f,Phi-4-mini 3.8B Instruct,zero-shot,false,1319.0999994277954,106.39999887347221,47.40000116825104,115.60000026226044,0.0,0.0,0.0,0.0
74,DGw2dWCzWyw,Phi-4-mini 3.8B Instruct,zero-shot,false,777.8999938964844,24.40000057220459,32.40000057220459,99.89999771118164,215.0,7.0,10.2,40.5
75,DGuVfoxTYDz,Phi-4-mini 3.8B Instruct,zero-shot,false,922.9000034332275,13.500000193715096,9.100000396370888,218.10000276565552,202.3,5.8,35.1,42.8
76,CzTIQqfL2xY,Phi-4-mini 3.8B Instruct,zero-shot,false,1189.7000060081482,72.79999992251396,49.39999997615814,114.2999997138977,626.2,33.9,28.1,94.5
77,CvyhUe2OHtM,Phi-4-mini 3.8B Instruct,zero-shot,false,710.100004196167,18.900000259280205,44.29999986290932,60.10000002384186,701.5,33.4,44.3,68.9
78,CveBqfspTjD,Phi-4-mini 3.8B Instruct,zero-shot,false,724.8000068664551,27.900000348687172,28.500000223517418,89.60000005364418,785.1,43.7,47.5,74.6
79,Ct0jllVrFj4,Phi-4-mini 3.8B Instruct,zero-shot,false,2323.800006866455,151.9999998882413,146.20000079274178,97.7999999821186,3383.0,81.9,66.6,166.0
82,DHm89ozTqeU,Qwen 2.5 3B Instruct,zero-shot,false,899.3999938964844,10.100000098347664,49.70000076293945,103.0,54.6,1.2,3.4,7.3
83,DF4Fc8TTel4,Qwen 2.5 3B Instruct,zero-shot,false,3756.5999908447266,65.60000014305115,132.50000009685755,575.4000059366226,0.0,0.0,0.0,0.0
84,DDQnLI_zd75,Qwen 2.5 3B Instruct,zero-shot,false,495.0,14.699999809265137,3.2000000029802322,100.5,435.0,8.2,17.9,64.5
85,DCIwgyWvR4-,Qwen 2.5 3B Instruct,zero-shot,false,603.0,13.0,19.19999995827675,95.80000019073486,327.4,6.5,11.5,59.7
86,C_9nDkNOgWS,Qwen 2.5 3B Instruct,zero-shot,false,1459.3000030517578,58.80000014603138,108.89999988675117,64.30000069737434,16094.2,102.7,11166.5,514.6
87,C8f7YMXS75g,Qwen 2.5 3B Instruct,zero-shot,false,181.0,6.100000023841858,1.100000023841858,37.60000038146973,1432.0,3.8,160.8,8.9
88,C7kt-JZyx8J,Qwen 2.5 3B Instruct,zero-shot,false,1994.200002670288,211.70000310987234,105.00000002980232,39.899999886751175,230.0,13.5,2.7,50.4
89,C7F03BqSAng,Qwen 2.5 3B Instruct,zero-shot,false,2920.5,32.49999989569187,130.40000016987324,409.1000001206994,3145.0,28.1,124.3,534.7
90,C6uo2tySRev,Qwen 2.5 3B Instruct,zero-shot,false,2398.800048828125,70.30000084638596,92.59999771416187,338.90000009536743,1210.0,22.0,72.5,143.0
91,DWArADckv2A,Qwen 2.5 3B Instruct,zero-shot,false,890.6000003814697,13.099999956786633,43.60000079870224,110.0999984741211,260.9,6.0,50.3,26.0
92,DV5BZafjOq4,Qwen 2.5 3B Instruct,zero-shot,false,1679.6000061035156,19.600000143051147,90.90000000596046,201.0,266.2,2.8,17.4,45.5
93,DV2cZqiGRUl,Qwen 2.5 3B Instruct,zero-shot,false,1155.7999992370605,83.39999967813492,26.799999706447124,146.29999995231628,960.0,64.5,47.1,96.0
94,DVxWajnjfAI,Qwen 2.5 3B Instruct,zero-shot,false,3625.299991607666,288.00000013411045,189.89999974519014,183.70000061392784,11976.5,41.6,944.5,88.0
95,DVU9gqREi88,Qwen 2.5 3B Instruct,zero-shot,false,1806.999994635582,109.89999954402447,96.1999998241663,122.60000319778919,1147.6,38.9,87.6,50.6
96,DWDOV3Ukq2t,Qwen 2.5 3B Instruct,zero-shot,false,2214.800018310547,73.29999923706055,88.70000076293945,329.89999923855066,2664.8,27.6,22.6,490.0
97,DVxNpsVgbBG,Qwen 2.5 3B Instruct,zero-shot,false,3269.3999938964844,335.6000060364604,179.8999977260828,62.20000076293945,455.5,63.2,26.12,23.4
98,DVutKvujazg,Qwen 2.5 3B Instruct,zero-shot,false,3049.4000358581543,72.69999894499779,141.69999827444553,379.6000030040741,0.0,14.2,63.3,70.6
99,DVphyIijuJ_,Qwen 2.5 3B Instruct,zero-shot,false,4010.5999908447266,70.00000047683716,288.2999999523163,285.8999999538064,3025.0,58.2,261.8,199.5
100,DVkdLI3FtfP,Qwen 2.5 3B Instruct,zero-shot,false,1285.5999994277954,76.10000040382147,38.000000201165676,174.10000002384186,224.0,23.1,2.3,51.5
101,DSuE2wWEfXr,Qwen 2.5 3B Instruct,zero-shot,false,1342.1999969482422,39.00000001490116,93.5999996215105,94.80000001192093,2900.0,60.0,190.0,222.0
102,DIxmuuyz0sC,Qwen 2.5 3B Instruct,zero-shot,false,2129.9000245034695,89.30000030249357,145.7000016272068,117.19999940693378,6769.0,65.4,598.5,242.4
103,DE13y7pT_jx,Qwen 2.5 3B Instruct,zero-shot,false,4031.7000007629395,61.20000046491623,299.2000004798174,288.7999999523163,6459.5,67.9,244.1,315.4
105,C6I4GVsLgnf,Qwen 2.5 3B Instruct,zero-shot,false,477.3000030517578,14.100000001490116,23.300000190734863,53.89999961853027,179.0,6.0,8.3,15.6
106,C3tobkQJ2nA,Qwen 2.5 3B Instruct,zero-shot,false,1872.7000274658203,58.30000019073486,79.4000015258789,234.89999985694885,2545.0,27.0,107.0,330.0
107,C0suZXkxaBG,Qwen 2.5 3B Instruct,zero-shot,false,1272.3999981880188,40.59999945014715,84.70000144094229,94.4999982714653,1318.0,60.7,96.3,120.3
108,CxReOIZSoIV,Qwen 2.5 3B Instruct,zero-shot,false,1724.1000061035156,39.49999952316284,131.19999980926514,102.29999995231628,4140.0,30.1,232.5,466.5
109,DElwUdQz-v2,Qwen 2.5 3B Instruct,zero-shot,false,820.1999976634979,53.29999998956919,26.699999690055847,99.10000029206276,707.6,36.7,57.8,32.9
110,C9YrfhUS2lK,Qwen 2.5 3B Instruct,zero-shot,false,698.4000000953674,29.300000220537186,47.10000001639128,38.799999833106995,3090.0,33.5,71.3,399.8
111,DVP2N0hkp7Y,Qwen 2.5 3B Instruct,zero-shot,false,4360.300000667572,209.39999901503325,212.30000316351652,406.700000166893,2294.0,89.4,154.9,414.6
112,DR6OtTFksZm,Qwen 2.5 3B Instruct,zero-shot,false,3186.5000076293945,183.80000038444996,117.09999994933605,352.49999556690454,2892.2,129.2,64.0,489.7
113,DNMxd6Lzy1f,Qwen 2.5 3B Instruct,zero-shot,false,1319.0999994277954,106.39999887347221,47.40000116825104,115.60000026226044,340.0,36.8,21.6,23.5
114,DGw2dWCzWyw,Qwen 2.5 3B Instruct,zero-shot,false,777.8999938964844,24.40000057220459,32.40000057220459,99.89999771118164,30.0,3.7,11.8,7.8
115,DGuVfoxTYDz,Qwen 2.5 3B Instruct,zero-shot,false,922.9000034332275,13.500000193715096,9.100000396370888,218.10000276565552,675.0,11.0,12.5,130.0
116,CzTIQqfL2xY,Qwen 2.5 3B Instruct,zero-shot,false,1189.7000060081482,72.79999992251396,49.39999997615814,114.2999997138977,960.0,49.9,26.6,120.9
117,CvyhUe2OHtM,Qwen 2.5 3B Instruct,zero-shot,false,710.100004196167,18.900000259280205,44.29999986290932,60.10000002384186,403.0,22.0,23.2,43.0
118,CveBqfspTjD,Qwen 2.5 3B Instruct,zero-shot,false,724.8000068664551,27.900000348687172,28.500000223517418,89.60000005364418,745.0,33.5,52.5,72.5
120,CrGk9SDpNHM,Qwen 2.5 3B Instruct,zero-shot,false,1333.700002670288,86.10000012814999,80.50000011175871,76.10000026226044,487.4,30.5,14.2,74.3
121,DHKfyyITTE8,Gemma-SEA-LION v4 4B,zero-shot,false,426.5999984741211,21.299999929964542,5.399999961256981,83.00000047683716,370.0,41.4,2.7,61.0
122,DHm89ozTqeU,Gemma-SEA-LION v4 4B,zero-shot,false,899.3999938964844,10.100000098347664,49.70000076293945,103.0,326.8,4.0,34.0,31.6
124,DDQnLI_zd75,Gemma-SEA-LION v4 4B,zero-shot,false,495.0,14.699999809265137,3.2000000029802322,100.5,390.0,6.7,9.3,65.8
125,DCIwgyWvR4-,Gemma-SEA-LION v4 4B,zero-shot,false,603.0,13.0,19.19999995827675,95.80000019073486,2353.5,13.6,189.8,134.1
126,C_9nDkNOgWS,Gemma-SEA-LION v4 4B,zero-shot,false,1459.3000030517578,58.80000014603138,108.89999988675117,64.30000069737434,3635.5,86.7,369.7,174.6
127,C8f7YMXS75g,Gemma-SEA-LION v4 4B,zero-shot,false,181.0,6.100000023841858,1.100000023841858,37.60000038146973,891.2,26.3,42.2,151.8
128,C7kt-JZyx8J,Gemma-SEA-LION v4 4B,zero-shot,false,1994.200002670288,211.70000310987234,105.00000002980232,39.899999886751175,24.0,40.9,3.5,14.5
129,C7F03BqSAng,Gemma-SEA-LION v4 4B,zero-shot,false,2920.5,32.49999989569187,130.40000016987324,409.1000001206994,5264.0,16.35,2318.3,156.5
130,C6uo2tySRev,Gemma-SEA-LION v4 4B,zero-shot,false,2398.800048828125,70.30000084638596,92.59999771416187,338.90000009536743,261.1,9.7,13.8,57.8
131,DWArADckv2A,Gemma-SEA-LION v4 4B,zero-shot,false,890.6000003814697,13.099999956786633,43.60000079870224,110.0999984741211,6825.0,49.0,462.8,720.0
132,DV5BZafjOq4,Gemma-SEA-LION v4 4B,zero-shot,false,1679.6000061035156,19.600000143051147,90.90000000596046,201.0,905.6,9.9,46.8,177.9
133,DV2cZqiGRUl,Gemma-SEA-LION v4 4B,zero-shot,false,1155.7999992370605,83.39999967813492,26.799999706447124,146.29999995231628,6234.4,62.4,555.0,144.3
134,DVxWajnjfAI,Gemma-SEA-LION v4 4B,zero-shot,false,3625.299991607666,288.00000013411045,189.89999974519014,183.70000061392784,685.6,71.2,27.0,77.7
135,DVU9gqREi88,Gemma-SEA-LION v4 4B,zero-shot,false,1806.999994635582,109.89999954402447,96.1999998241663,122.60000319778919,2010.7,93.2,150.9,80.5
136,DWDOV3Ukq2t,Gemma-SEA-LION v4 4B,zero-shot,false,2214.800018310547,73.29999923706055,88.70000076293945,329.89999923855066,2739.7,31.8,142.7,208.0
137,DVxNpsVgbBG,Gemma-SEA-LION v4 4B,zero-shot,false,3269.3999938964844,335.6000060364604,179.8999977260828,62.20000076293945,296.0,37.5,15.5,26.2
138,DVutKvujazg,Gemma-SEA-LION v4 4B,zero-shot,false,3049.4000358581543,72.69999894499779,141.69999827444553,379.6000030040741,4980.0,104.3,499.5,32.0
139,DVphyIijuJ_,Gemma-SEA-LION v4 4B,zero-shot,false,4010.5999908447266,70.00000047683716,288.2999999523163,285.8999999538064,2832.4,45.4,237.2,153.8
140,DVkdLI3FtfP,Gemma-SEA-LION v4 4B,zero-shot,false,1285.5999994277954,76.10000040382147,38.000000201165676,174.10000002384186,371.0,38.1,14.0,77.5
141,DSuE2wWEfXr,Gemma-SEA-LION v4 4B,zero-shot,false,1342.1999969482422,39.00000001490116,93.5999996215105,94.80000001192093,5100.0,95.0,310.0,270.0
142,DIxmuuyz0sC,Gemma-SEA-LION v4 4B,zero-shot,false,2129.9000245034695,89.30000030249357,145.7000016272068,117.19999940693378,3664.0,167.7,219.4,190.9
143,DE13y7pT_jx,Gemma-SEA-LION v4 4B,zero-shot,false,4031.7000007629395,61.20000046491623,299.2000004798174,288.7999999523163,11202.5,130.7,626.1,835.2
144,C67f7RfyFAV,Gemma-SEA-LION v4 4B,zero-shot,false,1007.3000030517578,24.400000385940075,43.00000125169754,126.90000003576279,819.0,12.0,55.0,93.0
145,C6I4GVsLgnf,Gemma-SEA-LION v4 4B,zero-shot,false,477.3000030517578,14.100000001490116,23.300000190734863,53.89999961853027,461.0,30.6,32.4,28.7
146,C3tobkQJ2nA,Gemma-SEA-LION v4 4B,zero-shot,false,1872.7000274658203,58.30000019073486,79.4000015258789,234.89999985694885,3455.5,54.3,73.8,331.0
148,CxReOIZSoIV,Gemma-SEA-LION v4 4B,zero-shot,false,1724.1000061035156,39.49999952316284,131.19999980926514,102.29999995231628,365.0,15.6,21.5,51.5
149,DElwUdQz-v2,Gemma-SEA-LION v4 4B,zero-shot,false,820.1999976634979,53.29999998956919,26.699999690055847,99.10000029206276,220.3,12.9,12.62,30.3
150,C9YrfhUS2lK,Gemma-SEA-LION v4 4B,zero-shot,false,698.4000000953674,29.300000220537186,47.10000001639128,38.799999833106995,405.0,17.2,20.0,39.0
152,DR6OtTFksZm,Gemma-SEA-LION v4 4B,zero-shot,false,3186.5000076293945,183.80000038444996,117.09999994933605,352.49999556690454,1741.2,153.2,80.7,98.7
153,DNMxd6Lzy1f,Gemma-SEA-LION v4 4B,zero-shot,false,1319.0999994277954,106.39999887347221,47.40000116825104,115.60000026226044,1260.8,139.7,61.9,61.1
154,DGw2dWCzWyw,Gemma-SEA-LION v4 4B,zero-shot,false,777.8999938964844,24.40000057220459,32.40000057220459,99.89999771118164,530.0,7.5,34.0,60.0
155,DGuVfoxTYDz,Gemma-SEA-LION v4 4B,zero-shot,false,922.9000034332275,13.500000193715096,9.100000396370888,218.10000276565552,67.7,7.7,7.5,34.9
156,CzTIQqfL2xY,Gemma-SEA-LION v4 4B,zero-shot,false,1189.7000060081482,72.79999992251396,49.39999997615814,114.2999997138977,846.0,16.6,25.5,149.4
157,CvyhUe2OHtM,Gemma-SEA-LION v4 4B,zero-shot,false,710.100004196167,18.900000259280205,44.29999986290932,60.10000002384186,475.1,17.8,37.3,22.6
158,CveBqfspTjD,Gemma-SEA-LION v4 4B,zero-shot,false,724.8000068664551,27.900000348687172,28.500000223517418,89.60000005364418,1444.0,37.3,22.7,255.3
159,Ct0jllVrFj4,Gemma-SEA-LION v4 4B,zero-shot,false,2323.800006866455,151.9999998882413,146.20000079274178,97.7999999821186,7712.4,337.5,302.6,881.6
160,CrGk9SDpNHM,Gemma-SEA-LION v4 4B,zero-shot,false,1333.700002670288,86.10000012814999,80.50000011175871,76.10000026226044,1027.6,54.5,51.0,101.0
161,DHKfyyITTE8,MedGemma 4B,zero-shot,false,426.5999984741211,21.299999929964542,5.399999961256981,83.00000047683716,215.5,6.0,10.0,43.6
162,DHm89ozTqeU,MedGemma 4B,zero-shot,false,899.3999938964844,10.100000098347664,49.70000076293945,103.0,3100.0,22.0,260.0,380.0
163,DF4Fc8TTel4,MedGemma 4B,zero-shot,false,3756.5999908447266,65.60000014305115,132.50000009685755,575.4000059366226,3482.0,98.3,308.5,214.5
164,DDQnLI_zd75,MedGemma 4B,zero-shot,false,495.0,14.699999809265137,3.2000000029802322,100.5,481.5,14.7,22.9,55.3
165,DCIwgyWvR4-,MedGemma 4B,zero-shot,false,603.0,13.0,19.19999995827675,95.80000019073486,1438.8,10.7,82.6,202.7
166,C_9nDkNOgWS,MedGemma 4B,zero-shot,false,1459.3000030517578,58.80000014603138,108.89999988675117,64.30000069737434,1063.3,41.3,62.4,79.2
167,C8f7YMXS75g,MedGemma 4B,zero-shot,false,181.0,6.100000023841858,1.100000023841858,37.60000038146973,215.0,7.5,2.2,51.5
168,C7kt-JZyx8J,MedGemma 4B,zero-shot,false,1994.200002670288,211.70000310987234,105.00000002980232,39.899999886751175,692.0,55.5,11.0,122.0
